Rank,Player_ID,Year,Game,Total_Year,Total_Game,Total_Others,per_of_Game,Total_Overall,per_of_Total,PlayerName,Nationality
3,KRiMZ,2015,Counter-Strike: Global Offensive,364906.67,170172.94,194733.73,46.63%,364906.67,46.63%,Freddy Johansson,Sweden
4,JW,2015,Counter-Strike: Global Offensive,382441.6,169672.94,212768.66,44.37%,382441.6,44.37%,Jesper Wecksell,Sweden
5,pronax,2015,Counter-Strike: Global Offensive,222442.57,125877.52,96565.05,56.59%,230684.36,54.57%,Markus Wallsten,Sweden
6,NBK,2015,Counter-Strike: Global Offensive,450053.76,118083.29,331970.47,26.24%,471679.54,25.03%,Nathan Schmitt,France 
7,Happy,2015,Counter-Strike: Global Offensive,420915.14,118083.29,302831.85,28.05%,425631.28,27.74%,Vincent Schopenhauer,France 
8,KIOSHIMA,2015,Counter-Strike: Global Offensive,283975.49,109091.29,174884.2,38.42%,284216.97,38.38%,Fabien Fiey,France 
9,TaZ,2015,Counter-Strike: Global Offensive,463098.49,104299.05,358799.44,22.52%,600609.85,17.37%,Wiktor Wojtas,Poland 
10,neo,2015,Counter-Strike: Global Offensive,464898.49,103799.05,361099.44,22.33%,604369.85,17.17%,Filip Kubski,Poland 
11,byali,2015,Counter-Strike: Global Offensive,452872.49,103321.68,349550.81,22.81%,452872.49,22.81%,Pawe? Bieli?ski,Poland 
12,pashaBiceps,2015,Counter-Strike: Global Offensive,458394.7,103299.05,355095.65,22.53%,502744.67,20.55%,Jaros?aw Jarz?bkowski,Poland 
13,snax,2015,Counter-Strike: Global Offensive,449212.05,101336.55,347875.5,22.56%,449212.05,22.56%,Janusz Pogorzelski,Poland 
14,Xyp9x,2015,Counter-Strike: Global Offensive,434871.9,100825.92,334045.98,23.19%,436481.8,23.10%,Andreas H?jsleth,Denmark 
15,dupreeh,2015,Counter-Strike: Global Offensive,432472.74,100325.92,332146.82,23.20%,432472.74,23.20%,Peter Rasmussen,Denmark 
16,karrigan,2015,Counter-Strike: Global Offensive,278869.95,100325.92,178544.03,35.98%,309713.67,32.39%,Finn Andersen,Denmark 
17,cajunb,2015,Counter-Strike: Global Offensive,285832.53,100325.92,185506.61,35.10%,288625.19,34.76%,Ren? Borg,Denmark 
18,dev1ce,2015,Counter-Strike: Global Offensive,429473.21,99725.92,329747.29,23.22%,429570.75,23.22%,Nicolai Reedtz,Denmark 
19,apEX,2015,Counter-Strike: Global Offensive,388408.15,91749.21,296658.94,23.62%,393179.06,23.34%,Dan Madesclaire,France 
20,seized,2015,Counter-Strike: Global Offensive,269193.67,81755.27,187438.4,30.37%,270690.16,30.20%,Denis Kostin,Russia
21,kennyS,2015,Counter-Strike: Global Offensive,388197.47,80662.47,307535,20.78%,391141.71,20.62%,Kenny Schrub,France 
22,flamie,2015,Counter-Strike: Global Offensive,242391.81,79179.34,163212.47,32.67%,242479.23,32.65%,Egor Vasilyev,Russia
23,GuardiaN,2015,Counter-Strike: Global Offensive,262800.07,77529.34,185270.73,29.50%,267623.63,28.97%,Ladislav Kov?cs,Slovakia
24,Edward,2015,Counter-Strike: Global Offensive,262916.75,77279.34,185637.41,29.39%,358739.29,21.54%,Ioann Sukharev,Ukraine 
25,Zeus,2015,Counter-Strike: Global Offensive,245157.11,77279.34,167877.77,31.52%,338477.71,22.83%,Daniil Teslenko,Ukraine 
26,dennis,2015,Counter-Strike: Global Offensive,218595.91,62119.23,156476.68,28.42%,224627.27,27.65%,Dennis Edman,Sweden 
27,friberg,2015,Counter-Strike: Global Offensive,324945.74,61669.45,263276.29,18.98%,325173.28,18.97%,Adam Friberg,Sweden 
28,shox,2015,Counter-Strike: Global Offensive,278274.03,61583.39,216690.64,22.13%,295496.9,20.84%,Richard Papillon,France 
29,SmithZz,2015,Counter-Strike: Global Offensive,248646.78,61390.44,187256.34,24.69%,273429.74,22.45%,Edouard Dubourdeaux,France 
30,f0rest,2015,Counter-Strike: Global Offensive,324340.94,60802.78,263538.16,18.75%,515077.57,11.80%,Patrik Lindberg,Sweden 
31,Xizt,2015,Counter-Strike: Global Offensive,325079.07,60802.78,264276.29,18.70%,359770.23,16.90%,Richard Landstr?m,Sweden 
32,GeT_RiGhT,2015,Counter-Strike: Global Offensive,328023.36,60669.45,267353.91,18.50%,429904.82,14.11%,Christopher Alesund,Sweden 
33,allu,2015,Counter-Strike: Global Offensive,157368.18,54376.48,102991.7,34.55%,160200.17,33.94%,Aleksi Jalli,Finland 
34,n0thing,2015,Counter-Strike: Global Offensive,188756.42,49598.71,139157.71,26.28%,222353.77,22.31%,Jordan Gilbert,United States 
35,shroud,2015,Counter-Strike: Global Offensive,180580.69,49598.71,130981.98,27.47%,180580.69,27.47%,Mike Grzesiek,Canada 
36,Skadoodle,2015,Counter-Strike: Global Offensive,184913.31,47684.71,137228.6,25.79%,184913.31,25.79%,Tyler Latham,United States 
37,fREAKAZOiD,2015,Counter-Strike: Global Offensive,74893.15,46998.71,27894.44,62.75%,76323.15,61.58%,Ryan Abadir,United States 
38,seangares,2015,Counter-Strike: Global Offensive,92277.53,46598.71,45678.82,50.50%,99107.53,47.02%,Sean Gares,United States 
39,FalleN,2015,Counter-Strike: Global Offensive,473257.62,34567.88,438689.74,7.30%,480834.76,7.19%,Gabriel Toledo,Brazil 
40,fer,2015,Counter-Strike: Global Offensive,470557.62,34567.88,435989.74,7.35%,471462.6,7.33%,Fernando Alvarenga,Brazil 
41,nitr0,2015,Counter-Strike: Global Offensive,129694.82,28804.83,100889.99,22.21%,129934.82,22.17%,Nick Cannella,United States 
42,adreN,2015,Counter-Strike: Global Offensive,72685.36,28804.83,43880.53,39.63%,85113.71,33.84%,Eric Hoag,United States 
43,FugLy,2015,Counter-Strike: Global Offensive,61278.82,28804.83,32473.99,47.01%,61278.82,47.01%,Jacob Medina,United States 
44,ELiGE,2015,Counter-Strike: Global Offensive,120689.51,28379.52,92309.99,23.51%,120689.51,23.51%,Jonathan Jablonowski,United States 
45,tarik,2015,Counter-Strike: Global Offensive,195739.21,26169.94,169569.27,13.37%,195739.21,13.37%,Tarik Celik,United States 
46,hiko,2015,Counter-Strike: Global Offensive,138588.43,25721.71,112866.72,18.56%,139608.43,18.42%,Spencer Martin,United States 
47,FNS,2015,Counter-Strike: Global Offensive,61389.24,25669.94,35719.3,41.82%,62709.24,40.93%,Pujan Mehta,Canada 
48,coldzera,2015,Counter-Strike: Global Offensive,461568.54,25610.94,435957.6,5.55%,461568.54,5.55%,Marcelo David,Brazil 
49,reltuC,2015,Counter-Strike: Global Offensive,65754.92,25169.94,40584.98,38.28%,65974.92,38.15%,Steve Cutler,United States 
50,hazed,2015,Counter-Strike: Global Offensive,67154.92,23669.94,43484.98,35.25%,67154.92,35.25%,James Cobb,United States 
51,Maikelele,2015,Counter-Strike: Global Offensive,94383.47,23300.85,71082.62,24.69%,94904.94,24.55%,Mikail Bill,Sweden 
52,nex,2015,Counter-Strike: Global Offensive,69847.1,22744.85,47102.25,32.56%,69847.1,32.56%,Johannes Maget,Germany
53,Kjaerbye,2015,Counter-Strike: Global Offensive,314267.17,22709.9,291557.27,7.23%,314267.17,7.23%,Markus Kj?rbye,Denmark 
54,boltz,2015,Counter-Strike: Global Offensive,109329.71,22467.88,86861.83,20.55%,109329.71,20.55%,Ricardo Prass,Brazil 
55,steel,2015,Counter-Strike: Global Offensive,54865.94,22467.88,32398.06,40.95%,54865.94,40.95%,Lucas Lopez,Brazil 
56,RpK,2015,Counter-Strike: Global Offensive,147606.59,22433.9,125172.69,15.20%,179506.02,12.50%,C?dric Guipouy,France 
57,Ex6TenZ,2015,Counter-Strike: Global Offensive,88337.18,22433.9,65903.28,25.40%,115459.18,19.43%,K?vin Droolans,Belgium 
58,denis,2015,Counter-Strike: Global Offensive,94689.48,22360.36,72329.12,23.61%,94689.48,23.61%,Denis Howell,Germany
59,b,2015,Counter-Strike: Global Offensive,57449.74,21577.23,35872.51,37.56%,125854.51,17.14%,Fatih Dayik,Germany
60,jdm64,2015,Counter-Strike: Global Offensive,109027.01,21287.74,87739.27,19.53%,109027.01,19.53%,Josh Marzano,United States 
61,chrisJ,2015,Counter-Strike: Global Offensive,100156.75,21228.7,78928.05,21.20%,100632.28,21.10%,Chris de Jong,Netherlands 
62,aizy,2015,Counter-Strike: Global Offensive,120388.34,20376.57,100011.77,16.93%,120388.34,16.93%,Philip Aistrup,Denmark 
63,Maniac,2015,Counter-Strike: Global Offensive,48554.48,20033.9,28520.58,41.26%,49380.17,40.57%,Mathieu Quiquerez,Switzerland
64,oskar,2015,Counter-Strike: Global Offensive,69196.09,19882.28,49313.81,28.73%,69196.09,28.73%,Tom?? ??astn?,Czech Republic 
65,rain,2015,Counter-Strike: Global Offensive,136638.84,19831.05,116807.79,14.51%,136638.84,14.51%,H?vard Nygaard,Norway 
66,Pimp,2015,Counter-Strike: Global Offensive,68631.66,18376.57,50255.09,26.78%,69131.66,26.58%,Jacob Winneche,Denmark 
67,fox,2015,Counter-Strike: Global Offensive,70095.57,18193.07,51902.5,25.95%,70095.57,25.95%,Ricardo Pacheco,Portugal 
68,Spiidi,2015,Counter-Strike: Global Offensive,89103.74,18141.09,70962.65,20.36%,89103.74,20.36%,Timo Richter,Germany
69,MSL,2015,Counter-Strike: Global Offensive,176374,17959.9,158414.1,10.18%,176471.54,10.18%,Mathias Lauridsen,Denmark 
70,twist,2015,Counter-Strike: Global Offensive,88855.85,16776.94,72078.91,18.88%,88855.85,18.88%,Simon Eliasson,Sweden 
71,TACO,2015,Counter-Strike: Global Offensive,451676.97,16119.36,435557.61,3.57%,451676.97,3.57%,Epitacio Pessoa,Brazil 
72,NiKo,2015,Counter-Strike: Global Offensive,131425.16,16082.92,115342.24,12.24%,131425.16,12.24%,Nikola Kova?,Bosnia and Herzegovina
73,fnx,2015,Counter-Strike: Global Offensive,381110.67,15470.93,365639.74,4.06%,417552.32,3.71%,Lincoln Lau,Brazil 
74,ScreaM,2015,Counter-Strike: Global Offensive,172476.1,15423.81,157052.29,8.94%,177473.14,8.69%,Adil Benrliton,Belgium 
75,AdreN,2015,Counter-Strike: Global Offensive,114810.9,14846.3,99964.6,12.93%,132206.19,11.23%,Dauren Kystaubayev,Kazakhstan 
76,ANGE1,2015,Counter-Strike: Global Offensive,78625.38,14486.3,64139.08,18.42%,89444.3,16.20%,Kirill Karasiow,Ukraine 
77,kUcheR,2015,Counter-Strike: Global Offensive,59514.21,14486.3,45027.91,24.34%,68455.86,21.16%,Emil Akhundov,Russia
78,NAF-FLY,2015,Counter-Strike: Global Offensive,189872.8,14150.48,175722.32,7.45%,189872.8,7.45%,Keith Markovic,Canada
79,Dosia,2015,Counter-Strike: Global Offensive,111758.03,13371.3,98386.73,11.96%,129819.51,10.30%,Mikhail Stolyarov,Russia
80,MICHU,2015,Counter-Strike: Global Offensive,122243.48,13000.83,109242.65,10.64%,122243.48,10.64%,Micha? M?ller,Poland 
81,znajder,2015,Counter-Strike: Global Offensive,77921.66,12703.64,65218.02,16.30%,77921.66,16.30%,Andreas Lindberg,Sweden
82,mou,2015,Counter-Strike: Global Offensive,98124.07,12516.3,85607.77,12.76%,98206.1,12.74%,Rustem Tlepov,Kazakhstan 
83,B1ad3,2015,Counter-Strike: Global Offensive,61981.48,12505.55,49475.93,20.18%,79414.46,15.75%,Andrew Gordenskiy,Ukraine
84,bondik,2015,Counter-Strike: Global Offensive,48277.71,12505.55,35772.16,25.90%,50223.74,24.90%,Vladyslav Nechyporchuk,Ukraine
85,WorldEdit,2015,Counter-Strike: Global Offensive,63083.18,12476.97,50606.21,19.78%,63217.03,19.74%,Georgy Yaskin,Russia
86,ShahZaM,2015,Counter-Strike: Global Offensive,56497.73,12474.29,44023.44,22.08%,56777.73,21.97%,Shahzeb Khan,United States 
87,markeloff,2015,Counter-Strike: Global Offensive,74618.57,11905.55,62713.02,15.96%,155142.58,7.67%,Yegor Markelov,Ukraine
88,szpero,2015,Counter-Strike: Global Offensive,115539.78,11861.93,103677.85,10.27%,115539.78,10.27%,Grzegorz Dziama?ek,Poland 
89,bubble,2015,Counter-Strike: Global Offensive,39807.75,11858.26,27949.49,29.79%,40324.38,29.41%,Kamen Kostadinov,Bulgaria 
90,Furlan,2015,Counter-Strike: Global Offensive,112625.58,11767.02,100858.56,10.45%,112625.58,10.45%,Damian Kis?owski,Poland 
91,cadiaN,2015,Counter-Strike: Global Offensive,31372.27,11738.93,19633.34,37.42%,31372.27,37.42%,Casper M?ller,Denmark
92,Rush,2015,Counter-Strike: Global Offensive,195779.33,11716,184063.33,5.98%,195779.33,5.98%,Will Wierzba,United States 
93,peet,2015,Counter-Strike: Global Offensive,15043.68,11667.02,3376.66,77.55%,15043.68,77.55%,Piotr ?wikli?ski,Poland 
94,v1c7oR,2015,Counter-Strike: Global Offensive,36520.35,11425.41,25094.94,31.29%,36520.35,31.29%,Viktor Dyankov,Bulgaria 
95,minise,2015,Counter-Strike: Global Offensive,31023.45,11419.32,19604.13,36.81%,31023.45,36.81%,Jacek Jeziak,Poland 
96,innocent,2015,Counter-Strike: Global Offensive,28557.5,11330.9,17226.6,39.68%,28557.5,39.68%,Pawe? Mocek,Poland 
97,stanislaw,2015,Counter-Strike: Global Offensive,185007.62,11214.29,173793.33,6.06%,185007.62,6.06%,Peter Stanislaw,Canada 
98,kRYSTAL,2015,Counter-Strike: Global Offensive,31923.28,11080.91,20842.37,34.71%,37198.71,29.79%,Kevin Amend,Germany 
99,tenzki,2015,Counter-Strike: Global Offensive,64743.25,10709.93,54033.32,16.54%,64743.25,16.54%,Jesper Mikalski,Denmark
100,daps,2015,Counter-Strike: Global Offensive,54196.35,10644.02,43552.33,19.64%,54196.35,19.64%,Damian Steele,Canada 
1,FalleN,2016,Counter-Strike: Global Offensive,473257.62,368494.79,104762.83,77.86%,480834.76,76.64%,Gabriel Toledo,Brazil 
2,coldzera,2016,Counter-Strike: Global Offensive,461568.54,366194.79,95373.75,79.34%,461568.54,79.34%,Marcelo David,Brazil 
3,fer,2016,Counter-Strike: Global Offensive,470557.62,365794.79,104762.83,77.74%,471462.6,77.59%,Fernando Alvarenga,Brazil 
4,TACO,2016,Counter-Strike: Global Offensive,451676.97,365794.79,85882.18,80.99%,451676.97,80.99%,Epitacio Pessoa,Brazil 
5,fnx,2016,Counter-Strike: Global Offensive,381110.67,353194.79,27915.88,92.68%,417552.32,84.59%,Lincoln Lau,Brazil 
6,neo,2016,Counter-Strike: Global Offensive,464898.49,190277.64,274620.85,40.93%,604369.85,31.48%,Filip Kubski,Poland 
7,TaZ,2016,Counter-Strike: Global Offensive,463098.49,187977.64,275120.85,40.59%,600609.85,31.30%,Wiktor Wojtas,Poland 
8,pashaBiceps,2016,Counter-Strike: Global Offensive,458394.7,186777.64,271617.06,40.75%,502744.67,37.15%,Jaros?aw Jarz?bkowski,Poland 
9,byali,2016,Counter-Strike: Global Offensive,452872.49,185777.64,267094.85,41.02%,452872.49,41.02%,Pawe? Bieli?ski,Poland 
10,snax,2016,Counter-Strike: Global Offensive,449212.05,185777.64,263434.41,41.36%,449212.05,41.36%,Janusz Pogorzelski,Poland 
11,Rush,2016,Counter-Strike: Global Offensive,195779.33,170983.33,24796,87.33%,195779.33,87.33%,Will Wierzba,United States
12,stanislaw,2016,Counter-Strike: Global Offensive,185007.62,168633.33,16374.29,91.15%,185007.62,91.15%,Peter Stanislaw,Canada 
13,Xyp9x,2016,Counter-Strike: Global Offensive,434871.9,163190.43,271681.47,37.53%,436481.8,37.39%,Andreas H?jsleth,Denmark 
14,dupreeh,2016,Counter-Strike: Global Offensive,432472.74,163190.43,269282.31,37.73%,432472.74,37.73%,Peter Rasmussen,Denmark 
15,dev1ce,2016,Counter-Strike: Global Offensive,429473.21,163190.43,266282.78,38.00%,429570.75,37.99%,Nicolai Reedtz,Denmark 
16,NAF-FLY,2016,Counter-Strike: Global Offensive,189872.8,160483.33,29389.47,84.52%,189872.8,84.52%,Keith Markovic,Canada 
17,tarik,2016,Counter-Strike: Global Offensive,195739.21,155591.67,40147.54,79.49%,195739.21,79.49%,Tarik Celik,United States
18,mixwell,2016,Counter-Strike: Global Offensive,168534.03,151339.97,17194.06,89.80%,168534.03,89.80%,Oscar Ca?ellas,Spain 
19,cajunb,2016,Counter-Strike: Global Offensive,285832.53,147920.46,137912.07,51.75%,288625.19,51.25%,Ren? Borg,Denmark 
20,flusha,2016,Counter-Strike: Global Offensive,397802.28,147522.2,250280.08,37.08%,397802.28,37.08%,Robin R?nnquist,Sweden 
21,Kjaerbye,2016,Counter-Strike: Global Offensive,314267.17,145554.2,168712.97,46.32%,314267.17,46.32%,Markus Kj?rbye,Denmark 
22,seized,2016,Counter-Strike: Global Offensive,269193.67,145133.33,124060.34,53.91%,270690.16,53.62%,Denis Kostin,Russia
23,flamie,2016,Counter-Strike: Global Offensive,242391.81,143883.33,98508.48,59.36%,242479.23,59.34%,Egor Vasilyev,Russia
24,Edward,2016,Counter-Strike: Global Offensive,262916.75,142633.33,120283.42,54.25%,358739.29,39.76%,Ioann Sukharev,Ukraine
25,GuardiaN,2016,Counter-Strike: Global Offensive,262800.07,142633.33,120166.74,54.27%,267623.63,53.30%,Ladislav Kov?cs,Slovakia 
26,Xizt,2016,Counter-Strike: Global Offensive,325079.07,138150,186929.07,42.50%,359770.23,38.40%,Richard Landstr?m,Sweden 
27,JW,2016,Counter-Strike: Global Offensive,382441.6,137822.2,244619.4,36.04%,382441.6,36.04%,Jesper Wecksell,Sweden 
28,f0rest,2016,Counter-Strike: Global Offensive,324340.94,137650,186690.94,42.44%,515077.57,26.72%,Patrik Lindberg,Sweden 
29,GeT_RiGhT,2016,Counter-Strike: Global Offensive,328023.36,137650,190373.36,41.96%,429904.82,32.02%,Christopher Alesund,Sweden 
30,friberg,2016,Counter-Strike: Global Offensive,324945.74,137650,187295.74,42.36%,325173.28,42.33%,Adam Friberg,Sweden 
31,Stewie2k,2016,Counter-Strike: Global Offensive,162890,136550,26340,83.83%,162890,83.83%,Jakey Yip,United States
32,KRiMZ,2016,Counter-Strike: Global Offensive,364906.67,132022.2,232884.47,36.18%,364906.67,36.18%,Freddy Johansson,Sweden 
33,MSL,2016,Counter-Strike: Global Offensive,176374,131500.9,44873.1,74.56%,176471.54,74.52%,Mathias Lauridsen,Denmark 
34,k0nfig,2016,Counter-Strike: Global Offensive,156305.81,130250.9,26054.91,83.33%,156305.81,83.33%,Kristian Wienecke,Denmark 
35,shox,2016,Counter-Strike: Global Offensive,278274.03,127109.11,151164.92,45.68%,295496.9,43.02%,Richard Papillon,France 
36,dennis,2016,Counter-Strike: Global Offensive,218595.91,126806.32,91789.59,58.01%,224627.27,56.45%,Dennis Edman,Sweden 
37,RUBINO,2016,Counter-Strike: Global Offensive,140743.35,124380.59,16362.76,88.37%,140743.35,88.37%,Ruben Villarroel,Norway 
38,olofmeister,2016,Counter-Strike: Global Offensive,361070.79,122506.32,238564.47,33.93%,361411.61,33.90%,Olof Kajbjer,Sweden 
39,ScreaM,2016,Counter-Strike: Global Offensive,172476.1,118239.11,54236.99,68.55%,177473.14,66.62%,Adil Benrliton,Belgium
40,SmithZz,2016,Counter-Strike: Global Offensive,248646.78,117734.11,130912.67,47.35%,273429.74,43.06%,Edouard Dubourdeaux,France 
41,karrigan,2016,Counter-Strike: Global Offensive,278869.95,117151.76,161718.19,42.01%,309713.67,37.83%,Finn Andersen,Denmark 
42,RpK,2016,Counter-Strike: Global Offensive,147606.59,117109.11,30497.48,79.34%,179506.02,65.24%,C?dric Guipouy,France 
43,Zeus,2016,Counter-Strike: Global Offensive,245157.11,115759.21,129397.9,47.22%,338477.71,34.20%,Daniil Teslenko,Ukraine
44,shroud,2016,Counter-Strike: Global Offensive,180580.69,114250,66330.69,63.27%,180580.69,63.27%,Mike Grzesiek,Canada 
45,gla1ve,2016,Counter-Strike: Global Offensive,266734.08,112979.1,153754.98,42.36%,269296.28,41.95%,Lukas Rossander,Denmark 
46,bodyy,2016,Counter-Strike: Global Offensive,133892.7,111802.17,22090.53,83.50%,133892.7,83.50%,Alexandre Pianaro,France 
47,n0thing,2016,Counter-Strike: Global Offensive,188756.42,111750,77006.42,59.20%,222353.77,50.26%,Jordan Gilbert,United States
48,Skadoodle,2016,Counter-Strike: Global Offensive,184913.31,111750,73163.31,60.43%,184913.31,60.43%,Tyler Latham,United States
49,s1mple,2016,Counter-Strike: Global Offensive,139307.05,106800,32507.05,76.67%,139307.05,76.67%,Alexander Kostylev,Ukraine
50,autimatic,2016,Counter-Strike: Global Offensive,120234.94,101900,18334.94,84.75%,120454.94,84.60%,Timothy Ta,United States
51,Magisk,2016,Counter-Strike: Global Offensive,123931.97,101347.76,22584.21,81.78%,123931.97,81.78%,Emil Reif,Denmark 
52,kennyS,2016,Counter-Strike: Global Offensive,388197.47,92923.73,295273.74,23.94%,391141.71,23.76%,Kenny Schrub,France 
53,apEX,2016,Counter-Strike: Global Offensive,388408.15,92173.73,296234.42,23.73%,393179.06,23.44%,Dan Madesclaire,France 
54,Happy,2016,Counter-Strike: Global Offensive,420915.14,90423.73,330491.41,21.48%,425631.28,21.24%,Vincent Schopenhauer,France 
55,nitr0,2016,Counter-Strike: Global Offensive,129694.82,89650,40044.82,69.12%,129934.82,69.00%,Nick Cannella,United States
56,hiko,2016,Counter-Strike: Global Offensive,138588.43,88650,49938.43,63.97%,139608.43,63.50%,Spencer Martin,United States
57,ELiGE,2016,Counter-Strike: Global Offensive,120689.51,88650,32039.51,73.45%,120689.51,73.45%,Jonathan Jablonowski,United States
58,NBK,2016,Counter-Strike: Global Offensive,450053.76,88423.73,361630.03,19.65%,471679.54,18.75%,Nathan Schmitt,France 
59,pyth,2016,Counter-Strike: Global Offensive,107587.43,82733.33,24854.1,76.90%,107587.43,76.90%,Jacob Mouruj?rvi,Sweden
60,jdm64,2016,Counter-Strike: Global Offensive,109027.01,82141.67,26885.34,75.34%,109027.01,75.34%,Josh Marzano,United States
61,Mo,2016,Counter-Strike: Global Offensive,102116.74,78498.86,23617.88,76.87%,128242.74,61.21%,"Ke, Liu",China 
62,DD,2016,Counter-Strike: Global Offensive,102442.39,78498.86,23943.53,76.63%,119406.39,65.74%,"Hui, Wu",China 
63,somebody,2016,Counter-Strike: Global Offensive,100050.17,78498.86,21551.31,78.46%,102924.41,76.27%,"Xu, HaoWen",China 
64,fancy1,2016,Counter-Strike: Global Offensive,83008.73,78498.86,4509.87,94.57%,84008.73,93.44%,"Cai, Yulun",China 
65,AttackeR,2016,Counter-Strike: Global Offensive,79033.9,77548.82,1485.08,98.12%,79033.9,98.12%,"Sheng, Yuanzhang",China 
66,KIOSHIMA,2016,Counter-Strike: Global Offensive,283975.49,76951.01,207024.48,27.10%,284216.97,27.07%,Fabien Fiey,France 
67,hen1,2016,Counter-Strike: Global Offensive,90613.34,74449.02,16164.32,82.16%,91518.32,81.35%,Henrique Teles,Brazil 
68,boltz,2016,Counter-Strike: Global Offensive,109329.71,74349.02,34980.69,68.00%,109329.71,68.00%,Ricardo Prass,Brazil 
69,felps,2016,Counter-Strike: Global Offensive,130241.69,73449.02,56792.67,56.39%,130241.69,56.39%,Jo?o Vasconcellos,Brazil 
70,Lucas,2016,Counter-Strike: Global Offensive,89613.34,73449.02,16164.32,81.96%,90518.32,81.14%,Lucas Teles,Brazil 
71,aizy,2016,Counter-Strike: Global Offensive,120388.34,67806.64,52581.7,56.32%,120388.34,56.32%,Philip Aistrup,Denmark
72,Friis,2016,Counter-Strike: Global Offensive,84226,63217.78,21008.22,75.06%,121891.58,51.86%,Michael J?rgensen,Denmark
73,NiKo,2016,Counter-Strike: Global Offensive,131425.16,61627.99,69797.17,46.89%,131425.16,46.89%,Nikola Kova?,Bosnia and Herzegovina
74,denis,2016,Counter-Strike: Global Offensive,94689.48,61557.41,33132.07,65.01%,94689.48,65.01%,Denis Howell,Germany 
75,chrisJ,2016,Counter-Strike: Global Offensive,100156.75,61377.99,38778.76,61.28%,100632.28,60.99%,Chris de Jong,Netherlands 
76,Spiidi,2016,Counter-Strike: Global Offensive,89103.74,60627.99,28475.75,68.04%,89103.74,68.04%,Timo Richter,Germany 
77,rain,2016,Counter-Strike: Global Offensive,136638.84,59438.74,77200.1,43.50%,136638.84,43.50%,H?vard Nygaard,Norway
78,tb,2016,Counter-Strike: Global Offensive,59965.48,58865.48,1100,98.17%,100926.28,58.33%,"Li, Bing Yuan",China 
79,zhokiNg,2016,Counter-Strike: Global Offensive,62996.7,58865.48,4131.22,93.44%,62996.7,93.44%,"WeiJie, Zhong",China 
80,advent,2016,Counter-Strike: Global Offensive,62496.7,58865.48,3631.22,94.19%,62496.7,94.19%,"Zhuo, Liang",China 
81,savage,2016,Counter-Strike: Global Offensive,58206.15,57106.15,1100,98.11%,102393.23,55.77%,"Liu, Bin",China 
82,mou,2016,Counter-Strike: Global Offensive,98124.07,56757.77,41366.3,57.84%,98206.1,57.79%,Rustem Tlepov,Kazakhstan
83,LOVEYY,2016,Counter-Strike: Global Offensive,55720.96,55240.38,480.58,99.14%,55720.96,99.14%,"Bai, Kunhua",China 
84,AdreN,2016,Counter-Strike: Global Offensive,114810.9,54882.77,59928.13,47.80%,132206.19,41.51%,Dauren Kystaubayev,Kazakhstan
85,Maikelele,2016,Counter-Strike: Global Offensive,94383.47,54298.47,40085,57.53%,94904.94,57.21%,Mikail Bill,Sweden 
86,moddii,2016,Counter-Strike: Global Offensive,76517.2,51342.78,25174.42,67.10%,110870.69,46.31%,Andreas Fridh,Sweden 
87,Dosia,2016,Counter-Strike: Global Offensive,111758.03,48143.33,63614.7,43.08%,129819.51,37.08%,Mikhail Stolyarov,Russia
88,Valde,2016,Counter-Strike: Global Offensive,57173.04,43476.12,13696.92,76.04%,57173.04,76.04%,Valdemar Vangs?,Denmark 
89,allu,2016,Counter-Strike: Global Offensive,157368.18,43100.61,114267.57,27.39%,160200.17,26.90%,Aleksi Jalli,Finland
90,tenzki,2016,Counter-Strike: Global Offensive,64743.25,42521.27,22221.98,65.68%,64743.25,65.68%,Jesper Mikalski,Denmark 
91,freddieb,2016,Counter-Strike: Global Offensive,44450.1,42385.87,2064.23,95.36%,44450.1,95.36%,Fredrik Bu?,Sweden 
92,draken,2016,Counter-Strike: Global Offensive,52117.61,41402.53,10715.08,79.44%,52117.61,79.44%,William Sundin,Sweden 
93,jkaem,2016,Counter-Strike: Global Offensive,56601.52,41200,15401.52,72.79%,56601.52,72.79%,Joakim Myrbostad,Norway 
94,DEVIL,2016,Counter-Strike: Global Offensive,47356.11,40256.14,7099.97,85.01%,47356.11,85.01%,Timoth?e D?molon,France 
95,daps,2016,Counter-Strike: Global Offensive,54196.35,39983.33,14213.02,73.77%,54196.35,73.77%,Damian Steele,Canada 
96,REZ,2016,Counter-Strike: Global Offensive,41785.24,39563.25,2221.99,94.68%,41785.24,94.68%,Fredrik Sterner,Sweden 
97,SHOOWTiME,2016,Counter-Strike: Global Offensive,49964.82,39513.89,10450.93,79.08%,49964.82,79.08%,Gustavo Gon?alves,Brazil 
98,oskar,2016,Counter-Strike: Global Offensive,69196.09,38796.44,30399.65,56.07%,69196.09,56.07%,Tom?? ??astn?,Czech Republic
99,doplan,2016,Counter-Strike: Global Offensive,53904.93,37291.53,16613.4,69.18%,53904.93,69.18%,Joakim Gidetun,Sweden 
100,koosta,2016,Counter-Strike: Global Offensive,47929.05,37116.67,10812.38,77.44%,47929.05,77.44%,Kenneth Suen,United States 
1,s4,2013,Dota 2,1390946.91,320990.26,1069956.65,23.08%,1392005.68,23.06%,Gustav Magnusson,Sweden 
2,Loda,2013,Dota 2,693531.89,320830.26,372701.63,46.26%,698225.81,45.95%,Jonathan Berg,Sweden 
